Servo Motion,Servo Position,Flex Sensor Value,EMG Sensor Value,EMG Sensor Voltage
Finger Closing,152,338,258.00,1261
Finger Closing,153,337,250.00,1221.9
Finger Closing,154,335,251.00,1226.78
Finger Closing,155,333,211.00,1031.28
Finger Closing,156,327,181.00,884.65
Finger Closing,157,323,161.00,786.9
Finger Closing,158,324,170.00,830.89
Finger Closing,159,322,147.00,718.48
Finger Closing,160,319,119.00,581.62
Finger Closing,161,322,101.00,493.65
Finger Closing,162,318,95.00,464.32
Finger Closing,163,317,122.00,596.29
Finger Closing,164,321,126.00,615.84
Finger Closing,165,317,133.00,650.05
Finger Closing,166,315,128.00,625.61
Finger Closing,167,314,111.00,542.52
Finger Closing,168,313,86.00,420.33
Finger Closing,169,313,86.00,420.33
Finger Closing,170,312,96.00,469.21
Finger Opening,170,312,97.00,474.1
Finger Opening,169,309,92.00,449.66
Finger Opening,168,308,82.00,400.78
Finger Opening,167,313,70.00,342.13
Finger Opening,166,306,60.00,293.26
Finger Opening,165,307,51.00,249.27
Finger Opening,164,307,46.00,224.83
Finger Opening,163,297,48.00,234.6
Finger Opening,162,311,53.00,259.04
Finger Opening,161,312,166.00,811.34
Finger Opening,160,315,152.00,742.91
Finger Opening,159,317,328.00,1603.13
Finger Opening,158,319,355.00,1735.09
Finger Opening,157,320,447.00,2184.75
Finger Opening,156,322,416.00,2033.24
Finger Opening,155,323,404.00,1974.58
Finger Opening,154,324,368.00,1798.63
Finger Opening,153,326,317.00,1549.36
Finger Opening,152,328,289.00,1412.51
Finger Opening,151,329,272.00,1329.42
Finger Opening,150,332,238.00,1163.25
Finger Opening,149,333,199.00,972.63
Finger Opening,148,334,223.00,1089.93
Finger Opening,147,335,274.00,1339.2
Finger Opening,146,335,501.00,2448.68
Finger Opening,145,338,461.00,2253.18
Finger Opening,144,339,346.00,1691.1
Finger Opening,143,342,309.00,1510.26
Finger Opening,142,350,336.00,1642.23
Finger Opening,141,323,289.00,1412.51
Finger Opening,140,345,243.00,1187.68
Finger Opening,139,346,231.00,1129.03
Finger Opening,138,347,193.00,943.3
Finger Opening,137,349,249.00,1217.01
Finger Opening,136,350,211.00,1031.28
Finger Opening,135,351,235.00,1148.58
Finger Opening,134,352,208.00,1016.62
Finger Opening,133,353,282.00,1378.3
Finger Opening,132,354,237.00,1158.36
Finger Opening,131,355,218.00,1065.49
Finger Opening,130,358,227.00,1109.48
Finger Opening,129,359,223.00,1089.93
Finger Opening,128,360,203.00,992.18
Finger Opening,127,360,190.00,928.64
Finger Opening,126,363,233.00,1138.81
Finger Opening,125,365,198.00,967.74
Finger Opening,124,366,211.00,1031.28
Finger Opening,123,369,211.00,1031.28
Finger Opening,122,380,161.00,786.9
Finger Opening,121,373,146.00,713.59
Finger Opening,120,375,163.00,796.68
Finger Opening,119,376,159.00,777.13
Finger Opening,118,378,205.00,1001.96
Finger Opening,117,385,191.00,933.53
Finger Opening,116,377,212.00,1036.17
Finger Opening,115,392,218.00,1065.49
Finger Opening,114,385,227.00,1109.48
Finger Opening,113,386,221.00,1080.16
Finger Opening,112,386,182.00,889.54
Finger Opening,111,387,270.00,1319.65
Finger Opening,110,387,245.00,1197.46
Finger Opening,109,388,212.00,1036.17
Finger Opening,108,389,167.00,816.23
Finger Opening,107,389,181.00,884.65
Finger Opening,106,390,164.00,801.56
Finger Opening,105,386,221.00,1080.16
Finger Opening,104,387,176.00,860.22
Finger Opening,103,388,185.00,904.2
Finger Opening,102,390,169.00,826
Finger Opening,101,389,185.00,904.2
Finger Opening,100,396,180.00,879.77
Finger Opening,99,390,164.00,801.56
Finger Opening,98,396,162.00,791.79
Finger Opening,97,362,165.00,806.45
Finger Opening,96,400,175.00,855.33
Finger Opening,95,404,174.00,850.44
Finger Opening,94,403,188.00,918.87
Finger Opening,93,408,187.00,913.98
Finger Opening,92,406,208.00,1016.62
Finger Opening,91,409,170.00,830.89
Finger Opening,90,410,147.00,718.48
Finger Closing,90,411,149.00,728.25
Finger Closing,91,412,172.00,840.66
Finger Closing,92,413,194.00,948.19
Finger Closing,93,415,182.00,889.54
Finger Closing,94,417,193.00,943.3
Finger Closing,95,417,175.00,855.33
Finger Closing,96,418,138.00,674.49
Finger Closing,97,418,128.00,625.61
Finger Closing,98,418,170.00,830.89
Finger Closing,99,417,164.00,801.56
Finger Closing,100,417,139.00,679.37
Finger Closing,101,415,131.00,640.27
Finger Closing,102,415,124.00,606.06
Finger Closing,103,413,134.00,654.94
Finger Closing,104,413,112.00,547.41
Finger Closing,105,412,103.00,503.42
Finger Closing,106,412,105.00,513.2
Finger Closing,107,410,91.00,444.77
Finger Closing,108,409,184.00,899.32
Finger Closing,109,407,142.00,694.04
Finger Closing,110,405,144.00,703.81
Finger Closing,111,402,118.00,576.74
Finger Closing,112,399,111.00,542.52
Finger Closing,113,395,126.00,615.84
Finger Closing,114,391,115.00,562.07
Finger Closing,115,387,117.00,571.85
Finger Closing,116,384,135.00,659.82
Finger Closing,117,380,136.00,664.71
Finger Closing,118,378,125.00,610.95
Finger Closing,119,375,108.00,527.86
Finger Closing,120,372,87.00,425.22
Finger Closing,121,367,78.00,381.23
Finger Closing,122,357,71.00,347.02
Finger Closing,123,360,70.00,342.13
Finger Closing,124,358,268.00,1309.87
Finger Closing,125,360,267.00,1304.99
Finger Closing,126,358,198.00,967.74
Finger Closing,127,356,174.00,850.44
Finger Closing,128,354,163.00,796.68
Finger Closing,129,352,151.00,738.03
Finger Closing,130,350,153.00,747.8
Finger Closing,131,349,137.00,669.6
Finger Closing,132,347,113.00,552.3
Finger Closing,133,346,111.00,542.52
Finger Closing,134,344,107.00,522.97
Finger Closing,135,343,97.00,474.1
Finger Closing,136,380,159.00,777.13
Finger Closing,137,339,214.00,1045.94
Finger Closing,138,338,300.00,1466.28
Finger Closing,139,336,307.00,1500.49
Finger Closing,140,334,381.00,1862.17
Finger Closing,141,332,403.00,1969.7
Finger Closing,142,329,390.00,1906.16
Finger Closing,143,327,454.00,2218.96
Finger Closing,144,323,506.00,2473.12
Finger Closing,145,320,463.00,2262.95
Finger Closing,146,318,405.00,1979.47
Finger Closing,147,316,385.00,1881.72
Finger Closing,148,314,328.00,1603.13
Finger Closing,149,312,321.00,1568.91
Finger Closing,150,312,315.00,1539.59
Finger Closing,151,312,309.00,1510.26
Finger Closing,152,311,293.00,1432.06
Finger Closing,153,314,278.00,1358.75
Finger Closing,154,309,260.00,1270.77
Finger Closing,155,309,232.00,1133.92
Finger Closing,156,308,216.00,1055.72
Finger Closing,157,309,158.00,772.24
Finger Closing,158,309,145.00,708.7
Finger Closing,159,310,149.00,728.25
Finger Closing,160,310,146.00,713.59
Finger Closing,161,311,132.00,645.16
Finger Closing,162,312,137.00,669.6
Finger Closing,163,314,120.00,586.51
Finger Closing,164,314,136.00,664.71
Finger Closing,165,314,105.00,513.2
Finger Closing,166,315,104.00,508.31
Finger Closing,167,315,81.00,395.89
Finger Closing,168,315,69.00,337.24
Finger Closing,169,314,62.00,303.03
Finger Closing,170,314,72.00,351.91
Finger Opening,170,314,70.00,342.13
Finger Opening,169,314,64.00,312.81
Finger Opening,168,314,73.00,356.79
Finger Opening,167,314,83.00,405.67
Finger Opening,166,316,74.00,361.68
Finger Opening,165,317,58.00,283.48
Finger Opening,164,318,51.00,249.27
Finger Opening,163,319,51.00,249.27
Finger Opening,162,321,52.00,254.15
Finger Opening,161,322,82.00,400.78
Finger Opening,160,323,71.00,347.02
Finger Opening,159,325,98.00,478.98
Finger Opening,158,327,90.00,439.88
Finger Opening,157,328,109.00,532.75
Finger Opening,156,329,91.00,444.77
Finger Opening,155,330,119.00,581.62
Finger Opening,154,331,165.00,806.45
Finger Opening,153,333,120.00,586.51
Finger Opening,152,335,144.00,703.81
Finger Opening,151,336,141.00,689.15
Finger Opening,150,335,121.00,591.4
Finger Opening,149,342,100.00,488.76
Finger Opening,148,338,103.00,503.42
Finger Opening,147,340,114.00,557.18
Finger Opening,146,340,99.00,483.87
Finger Opening,145,341,101.00,493.65
Finger Opening,144,344,98.00,478.98
Finger Opening,143,346,234.00,1143.69
Finger Opening,142,347,200.00,977.52
Finger Opening,141,350,222.00,1085.04
Finger Opening,140,350,162.00,791.79
Finger Opening,139,352,138.00,674.49
Finger Opening,138,353,135.00,659.82
Finger Opening,137,354,122.00,596.29
Finger Opening,136,358,124.00,606.06
Finger Opening,135,360,121.00,591.4
Finger Opening,134,362,129.00,630.5
Finger Opening,133,359,111.00,542.52
Finger Opening,132,361,90.00,439.88
Finger Opening,131,363,109.00,532.75
Finger Opening,130,364,96.00,469.21
Finger Opening,129,364,87.00,425.22
Finger Opening,128,366,105.00,513.2
Finger Opening,127,367,108.00,527.86
Finger Opening,126,368,136.00,664.71
Finger Opening,125,370,130.00,635.39
Finger Opening,124,371,146.00,713.59
Finger Opening,123,372,122.00,596.29
Finger Opening,122,374,171.00,835.78
Finger Opening,121,375,140.00,684.26
Finger Opening,120,377,143.00,698.92
Finger Opening,119,378,122.00,596.29
Finger Opening,118,379,126.00,615.84
Finger Opening,117,378,113.00,552.3
Finger Opening,116,375,137.00,669.6
Finger Opening,115,384,117.00,571.85
Finger Opening,114,384,137.00,669.6
Finger Opening,113,384,128.00,625.61
Finger Opening,112,385,130.00,635.39
Finger Opening,111,387,127.00,620.72
Finger Opening,110,386,111.00,542.52
Finger Opening,109,398,110.00,537.63
Finger Opening,108,396,117.00,571.85
Finger Opening,107,397,124.00,606.06
Finger Opening,106,401,119.00,581.62
Finger Opening,105,403,121.00,591.4
Finger Opening,104,406,125.00,610.95
Finger Opening,103,407,116.00,566.96
Finger Opening,102,409,100.00,488.76
Finger Opening,101,411,105.00,513.2
Finger Opening,100,411,97.00,474.1
Finger Opening,99,412,85.00,415.44
Finger Opening,98,413,79.00,386.12
Finger Opening,97,413,75.00,366.57
Finger Opening,96,412,84.00,410.56
Finger Opening,95,406,75.00,366.57
Finger Opening,94,414,81.00,395.89
Finger Opening,93,415,82.00,400.78
Finger Opening,92,415,115.00,562.07
Finger Opening,91,416,100.00,488.76
Finger Opening,90,416,86.00,420.33
Finger Closing,90,416,75.00,366.57
Finger Closing,91,417,85.00,415.44
Finger Closing,92,417,66.00,322.58
Finger Closing,93,417,63.00,307.92
Finger Closing,94,418,60.00,293.26
Finger Closing,95,418,102.00,498.53
Finger Closing,96,418,90.00,439.88
Finger Closing,97,417,125.00,610.95
Finger Closing,98,417,114.00,557.18
Finger Closing,99,417,154.00,752.69
Finger Closing,100,417,185.00,904.2
Finger Closing,101,416,274.00,1339.2
Finger Closing,102,416,245.00,1197.46
Finger Closing,103,415,290.00,1417.4
Finger Closing,104,414,284.00,1388.07
Finger Closing,105,413,280.00,1368.52
Finger Closing,106,411,236.00,1153.47
Finger Closing,107,410,184.00,899.32
Finger Closing,108,407,203.00,992.18
Finger Closing,109,405,165.00,806.45
Finger Closing,110,401,169.00,826
Finger Closing,111,397,179.00,874.88
Finger Closing,112,394,158.00,772.24
Finger Closing,113,391,122.00,596.29
Finger Closing,114,389,155.00,757.58
Finger Closing,115,387,187.00,913.98
Finger Closing,116,385,201.00,982.4
Finger Closing,117,385,159.00,777.13
Finger Closing,118,384,197.00,962.85
Finger Closing,119,386,164.00,801.56
Finger Closing,120,383,142.00,694.04
Finger Closing,121,382,145.00,708.7
Finger Closing,122,380,143.00,698.92
Finger Closing,123,373,148.00,723.36
Finger Closing,124,377,214.00,1045.94
Finger Closing,125,376,224.00,1094.82
Finger Closing,126,369,285.00,1392.96
Finger Closing,127,374,271.00,1324.54
Finger Closing,128,371,328.00,1603.13
Finger Closing,129,370,276.00,1348.97
Finger Closing,130,369,297.00,1451.61
Finger Closing,131,367,288.00,1407.62
Finger Closing,132,366,325.00,1588.47
Finger Closing,133,365,297.00,1451.61
Finger Closing,134,364,283.00,1383.19
Finger Closing,135,363,282.00,1378.3
Finger Closing,136,362,245.00,1197.46
Finger Closing,137,362,288.00,1407.62
Finger Closing,138,362,276.00,1348.97
Finger Closing,139,361,272.00,1329.42
Finger Closing,140,361,312.00,1524.93
Finger Closing,141,359,339.00,1656.89
Finger Closing,142,357,347.00,1695.99
Finger Closing,143,364,324.00,1583.58
Finger Closing,144,354,291.00,1422.29
Finger Closing,145,355,281.00,1373.41
Finger Closing,146,354,264.00,1290.32
Finger Closing,147,353,250.00,1221.9
Finger Closing,148,353,251.00,1226.78
Finger Closing,149,357,205.00,1001.96
Finger Closing,150,353,171.00,835.78
Finger Closing,151,353,145.00,708.7
Finger Closing,152,353,138.00,674.49
Finger Closing,153,353,192.00,938.42
Finger Closing,154,352,148.00,723.36
Finger Closing,155,350,167.00,816.23
Finger Closing,156,349,131.00,640.27
Finger Closing,157,347,159.00,777.13
Finger Closing,158,345,124.00,606.06
Finger Closing,159,344,117.00,571.85
Finger Closing,160,341,109.00,532.75
Finger Closing,161,340,101.00,493.65
Finger Closing,162,338,99.00,483.87
Finger Closing,163,337,86.00,420.33
Finger Closing,164,336,79.00,386.12
Finger Closing,165,334,100.00,488.76
Finger Closing,166,334,120.00,586.51
Finger Closing,167,334,98.00,478.98
Finger Closing,168,332,89.00,435
Finger Closing,169,331,71.00,347.02
Finger Closing,170,331,60.00,293.26
Finger Opening,170,331,57.00,278.59
Finger Opening,169,332,52.00,254.15
Finger Opening,168,331,223.00,1089.93
Finger Opening,167,332,163.00,796.68
Finger Opening,166,333,139.00,679.37
Finger Opening,165,333,134.00,654.94
Finger Opening,164,334,135.00,659.82
Finger Opening,163,335,138.00,674.49
Finger Opening,162,336,106.00,518.08
Finger Opening,161,336,195.00,953.08
Finger Opening,160,337,180.00,879.77
Finger Opening,159,337,189.00,923.75
Finger Opening,158,347,174.00,850.44
Finger Opening,157,335,208.00,1016.62
Finger Opening,156,339,182.00,889.54
Finger Opening,155,340,220.00,1075.27
Finger Opening,154,340,194.00,948.19
Finger Opening,153,341,188.00,918.87
Finger Opening,152,342,170.00,830.89
Finger Opening,151,343,145.00,708.7
Finger Opening,150,344,183.00,894.43
Finger Opening,149,344,188.00,918.87
Finger Opening,148,345,183.00,894.43
Finger Opening,147,345,147.00,718.48
Finger Opening,146,348,144.00,703.81
Finger Opening,145,351,125.00,610.95
Finger Opening,144,353,346.00,1691.1
Finger Opening,143,354,409.00,1999.02
Finger Opening,142,355,335.00,1637.34
Finger Opening,141,356,259.00,1265.88
Finger Opening,140,360,210.00,1026.39
Finger Opening,139,356,211.00,1031.28
Finger Opening,138,361,162.00,791.79
Finger Opening,137,362,160.00,782.01
Finger Opening,136,364,134.00,654.94
Finger Opening,135,365,227.00,1109.48
Finger Opening,134,377,174.00,850.44
Finger Opening,133,369,276.00,1348.97
Finger Opening,132,370,217.00,1060.61
Finger Opening,131,372,197.00,962.85
Finger Opening,130,374,185.00,904.2
Finger Opening,129,376,164.00,801.56
Finger Opening,128,381,162.00,791.79
Finger Opening,127,375,180.00,879.77
Finger Opening,126,379,203.00,992.18
Finger Opening,125,380,186.00,909.09
Finger Opening,124,381,168.00,821.11
Finger Opening,123,382,172.00,840.66
Finger Opening,122,383,182.00,889.54
Finger Opening,121,385,150.00,733.14
Finger Opening,120,386,148.00,723.36
Finger Opening,119,388,155.00,757.58
Finger Opening,118,389,143.00,698.92
Finger Opening,117,390,153.00,747.8
Finger Opening,116,391,179.00,874.88
Finger Opening,115,391,160.00,782.01
Finger Opening,114,392,158.00,772.24
Finger Opening,113,393,151.00,738.03
Finger Opening,112,393,135.00,659.82
Finger Opening,111,394,152.00,742.91
Finger Opening,110,394,132.00,645.16
Finger Opening,109,395,145.00,708.7
Finger Opening,108,395,142.00,694.04
Finger Opening,107,395,168.00,821.11
Finger Opening,106,395,130.00,635.39
Finger Opening,105,395,171.00,835.78
Finger Opening,104,396,140.00,684.26
Finger Opening,103,395,152.00,742.91
Finger Opening,102,394,127.00,620.72
Finger Opening,101,394,138.00,674.49
Finger Opening,100,393,137.00,669.6
Finger Opening,99,394,180.00,879.77
Finger Opening,98,394,158.00,772.24
Finger Opening,97,396,140.00,684.26
Finger Opening,96,397,115.00,562.07
Finger Opening,95,396,109.00,532.75
Finger Opening,94,399,100.00,488.76
Finger Opening,93,405,109.00,532.75
Finger Opening,92,397,113.00,552.3
Finger Opening,91,401,89.00,435
Finger Opening,90,399,223.00,1089.93
Finger Closing,90,400,158.00,772.24
Finger Closing,91,403,154.00,752.69
Finger Closing,92,404,128.00,625.61
Finger Closing,93,405,117.00,571.85
Finger Closing,94,405,120.00,586.51
Finger Closing,95,406,135.00,659.82
Finger Closing,96,406,114.00,557.18
Finger Closing,97,406,144.00,703.81
Finger Closing,98,406,106.00,518.08
Finger Closing,99,405,144.00,703.81
Finger Closing,100,404,172.00,840.66
Finger Closing,101,405,186.00,909.09
Finger Closing,102,405,250.00,1221.9
Finger Closing,103,405,246.00,1202.35
Finger Closing,104,404,208.00,1016.62
Finger Closing,105,403,193.00,943.3
Finger Closing,106,402,161.00,786.9
Finger Closing,107,401,140.00,684.26
Finger Closing,108,398,156.00,762.46
Finger Closing,109,396,141.00,689.15
Finger Closing,110,393,138.00,674.49
Finger Closing,111,390,130.00,635.39
Finger Closing,112,387,135.00,659.82
Finger Closing,113,384,126.00,615.84
Finger Closing,114,383,137.00,669.6
Finger Closing,115,379,140.00,684.26
Finger Closing,116,375,146.00,713.59
Finger Closing,117,371,122.00,596.29
Finger Closing,118,378,126.00,615.84
Finger Closing,119,377,140.00,684.26
Finger Closing,120,376,130.00,635.39
Finger Closing,121,374,122.00,596.29
Finger Closing,122,376,121.00,591.4
Finger Closing,123,373,139.00,679.37
Finger Closing,124,372,130.00,635.39
Finger Closing,125,371,173.00,845.55
Finger Closing,126,370,141.00,689.15
Finger Closing,127,369,124.00,606.06
Finger Closing,128,368,108.00,527.86
Finger Closing,129,367,105.00,513.2
Finger Closing,130,366,164.00,801.56
Finger Closing,131,365,155.00,757.58
Finger Closing,132,364,138.00,674.49
Finger Closing,133,363,122.00,596.29
Finger Closing,134,361,178.00,869.99
Finger Closing,135,360,205.00,1001.96
Finger Closing,136,358,313.00,1529.81
Finger Closing,137,357,393.00,1920.82
Finger Closing,138,355,432.00,2111.44
Finger Closing,139,352,408.00,1994.13
Finger Closing,140,351,386.00,1886.61
Finger Closing,141,352,333.00,1627.57
Finger Closing,142,345,340.00,1661.78
Finger Closing,143,346,313.00,1529.81
Finger Closing,144,345,252.00,1231.67
Finger Closing,145,344,266.00,1300.1
Finger Closing,146,329,268.00,1309.87
Finger Closing,147,342,302.00,1476.05
Finger Closing,148,341,277.00,1353.86
Finger Closing,149,338,236.00,1153.47
Finger Closing,150,338,213.00,1041.06
Finger Closing,151,337,178.00,869.99
Finger Closing,152,335,192.00,938.42
Finger Closing,153,350,180.00,879.77
Finger Closing,154,334,197.00,962.85
Finger Closing,155,332,185.00,904.2
Finger Closing,156,331,189.00,923.75
Finger Closing,157,331,170.00,830.89
Finger Closing,158,328,167.00,816.23
Finger Closing,159,327,142.00,694.04
Finger Closing,160,325,124.00,606.06
Finger Closing,161,325,109.00,532.75
Finger Closing,162,324,120.00,586.51
Finger Closing,163,324,107.00,522.97
Finger Closing,164,322,100.00,488.76
Finger Closing,165,320,95.00,464.32
Finger Closing,166,319,123.00,601.17
Finger Closing,167,319,141.00,689.15
Finger Closing,168,318,126.00,615.84
Finger Closing,169,317,127.00,620.72
Finger Closing,170,316,119.00,581.62
Finger Opening,170,317,95.00,464.32
Finger Opening,169,316,75.00,366.57
Finger Opening,168,317,65.00,317.69
Finger Opening,167,317,55.00,268.82
Finger Opening,166,318,51.00,249.27
Finger Opening,165,319,43.00,210.17
Finger Opening,164,317,38.00,185.73
Finger Opening,163,312,39.00,190.62
Finger Opening,162,320,74.00,361.68
Finger Opening,161,316,67.00,327.47
Finger Opening,160,321,76.00,371.46
Finger Opening,159,322,97.00,474.1
Finger Opening,158,322,254.00,1241.45
Finger Opening,157,322,217.00,1060.61
Finger Opening,156,323,263.00,1285.43
Finger Opening,155,325,214.00,1045.94
Finger Opening,154,327,180.00,879.77
Finger Opening,153,326,200.00,977.52
Finger Opening,152,326,230.00,1124.14
Finger Opening,151,327,272.00,1329.42
Finger Opening,150,329,303.00,1480.94
Finger Opening,149,332,284.00,1388.07
Finger Opening,148,336,254.00,1241.45
Finger Opening,147,339,291.00,1422.29
Finger Opening,146,342,237.00,1158.36
Finger Opening,145,345,214.00,1045.94
Finger Opening,144,347,181.00,884.65
Finger Opening,143,350,273.00,1334.31
Finger Opening,142,352,221.00,1080.16
Finger Opening,141,355,206.00,1006.84
Finger Opening,140,358,195.00,953.08
Finger Opening,139,365,171.00,835.78
Finger Opening,138,360,191.00,933.53
Finger Opening,137,362,184.00,899.32
Finger Opening,136,365,208.00,1016.62
Finger Opening,135,367,183.00,894.43
Finger Opening,134,368,197.00,962.85
Finger Opening,133,376,192.00,938.42
Finger Opening,132,372,183.00,894.43
Finger Opening,131,374,147.00,718.48
Finger Opening,130,375,139.00,679.37
Finger Opening,129,376,141.00,689.15
Finger Opening,128,378,142.00,694.04
Finger Opening,127,379,149.00,728.25
Finger Opening,126,378,139.00,679.37
Finger Opening,125,382,138.00,674.49
Finger Opening,124,385,143.00,698.92
Finger Opening,123,382,166.00,811.34
Finger Opening,122,383,181.00,884.65
Finger Opening,121,385,177.00,865.1
Finger Opening,120,388,159.00,777.13
Finger Opening,119,390,140.00,684.26
Finger Opening,118,391,122.00,596.29
Finger Opening,117,392,140.00,684.26
Finger Opening,116,393,122.00,596.29
Finger Opening,115,394,130.00,635.39
Finger Opening,114,394,134.00,654.94
Finger Opening,113,395,127.00,620.72
Finger Opening,112,395,108.00,527.86
Finger Opening,111,396,110.00,537.63
Finger Opening,110,396,122.00,596.29
Finger Opening,109,397,135.00,659.82
Finger Opening,108,397,143.00,698.92
Finger Opening,107,398,119.00,581.62
Finger Opening,106,397,112.00,547.41
Finger Opening,105,398,111.00,542.52
Finger Opening,104,398,168.00,821.11
Finger Opening,103,399,131.00,640.27
Finger Opening,102,396,222.00,1085.04
Finger Opening,101,395,195.00,953.08
Finger Opening,100,393,185.00,904.2
Finger Opening,99,391,139.00,679.37
Finger Opening,98,389,197.00,962.85
Finger Opening,97,397,156.00,762.46
Finger Opening,96,399,144.00,703.81
Finger Opening,95,399,152.00,742.91
Finger Opening,94,399,196.00,957.97
Finger Opening,93,399,154.00,752.69
Finger Opening,92,401,144.00,703.81
Finger Opening,91,402,166.00,811.34
Finger Opening,90,401,293.00,1432.06
Finger Closing,90,402,281.00,1373.41
Finger Closing,91,403,294.00,1436.95
Finger Closing,92,403,221.00,1080.16
Finger Closing,93,404,192.00,938.42
Finger Closing,94,404,181.00,884.65
Finger Closing,95,405,175.00,855.33
Finger Closing,96,405,170.00,830.89
Finger Closing,97,405,153.00,747.8
Finger Closing,98,405,153.00,747.8
Finger Closing,99,403,142.00,694.04
Finger Closing,100,402,144.00,703.81
Finger Closing,101,401,143.00,698.92
Finger Closing,102,400,158.00,772.24
Finger Closing,103,398,177.00,865.1
Finger Closing,104,389,160.00,782.01
Finger Closing,105,385,147.00,718.48
Finger Closing,106,389,141.00,689.15
Finger Closing,107,388,125.00,610.95
Finger Closing,108,386,98.00,478.98
Finger Closing,109,386,98.00,478.98
Finger Closing,110,385,103.00,503.42
Finger Closing,111,384,114.00,557.18
Finger Closing,112,384,97.00,474.1
Finger Closing,113,384,83.00,405.67
Finger Closing,114,383,176.00,860.22
Finger Closing,115,382,134.00,654.94
Finger Closing,116,382,126.00,615.84
Finger Closing,117,381,105.00,513.2
Finger Closing,118,378,96.00,469.21
Finger Closing,119,380,94.00,459.43
Finger Closing,120,382,96.00,469.21
Finger Closing,121,380,92.00,449.66
Finger Closing,122,386,87.00,425.22
Finger Closing,123,373,87.00,425.22
Finger Closing,124,374,110.00,537.63
Finger Closing,125,371,93.00,454.55
Finger Closing,126,368,162.00,791.79
Finger Closing,127,366,133.00,650.05
Finger Closing,128,366,223.00,1089.93
Finger Closing,129,366,197.00,962.85
Finger Closing,130,363,273.00,1334.31
Finger Closing,131,361,342.00,1671.55
Finger Closing,132,362,345.00,1686.22
Finger Closing,133,362,476.00,2326.49
Finger Closing,134,362,470.00,2297.17
Finger Closing,135,362,345.00,1686.22
Finger Closing,136,361,298.00,1456.5
Finger Closing,137,361,270.00,1319.65
Finger Closing,138,361,242.00,1182.8
Finger Closing,139,361,237.00,1158.36
Finger Closing,140,360,211.00,1031.28
Finger Closing,141,358,227.00,1109.48
Finger Closing,142,357,216.00,1055.72
Finger Closing,143,356,181.00,884.65
Finger Closing,144,353,213.00,1041.06
Finger Closing,145,351,232.00,1133.92
Finger Closing,146,349,194.00,948.19
Finger Closing,147,347,163.00,796.68
Finger Closing,148,345,150.00,733.14
Finger Closing,149,343,143.00,698.92
Finger Closing,150,343,131.00,640.27
Finger Closing,151,341,137.00,669.6
Finger Closing,152,336,133.00,650.05
Finger Closing,153,337,122.00,596.29
Finger Closing,154,335,107.00,522.97
Finger Closing,155,333,96.00,469.21
Finger Closing,156,331,110.00,537.63
Finger Closing,157,330,136.00,664.71
Finger Closing,158,329,106.00,518.08
Finger Closing,159,327,103.00,503.42
Finger Closing,160,326,92.00,449.66
Finger Closing,161,325,88.00,430.11
Finger Closing,162,325,83.00,405.67
Finger Closing,163,324,95.00,464.32
